,tip_name,superfamily,family,subfamily,tribe,genus,species,additional_identifiers,name
1359,OES_Cut_Cuterebra_sp,,Oestridae,,Cut,Cuterebra,,,Cuterebra
1360,OES_Cut_Cuterebra_fontinella,,Oestridae,,Cut,Cuterebra,fontinella,,Cuterebra fontinella
1361,RHINO_Rhinomorinia_capensis,,Rhinophoridae,,Rhinomorinia,capensis,,,capensis
1362,RHINO_Tricogena_rubicosa,,Rhinophoridae,,Tricogena,rubicosa,,,rubicosa
1363,RHINO_Rhinophora_lepida,,Rhinophoridae,,Rhinophora,lepida,,,lepida
1364,RHINO_Tromodesia_angustifrons,,Rhinophoridae,,Tromodesia,angustifrons,,,angustifrons
1365,RHINO_Bezzimyia_setifax,,,,,Bezzimyia,setifax,,Bezzimyia setifax
1366,RHINO_Paykullia_maculata,,,,,Paykullia,maculata,,Paykullia maculata
1367,RHINO_Melanophora_roralis,,,,,Melanophora,roralis,,Melanophora roralis
1368,CAL_Tox_Sarconesia_versicolor,,,,,Sarconesia,versicolor,,Sarconesia versicolor
1369,CAL_Cal_Pericallimyia_io,,,,,Pericallimyia,io,,Pericallimyia io
1370,CAL_Cal_Calliphora_sp,,,,,Calliphora,,,Calliphora
1371,CAL_Mel_Melanomya_nana,,,,,Melanomya,nana,,Melanomya nana
1372,CAL_Mel_Melinda_viridicyanea,,,,,Melinda,viridicyanea,,Melinda viridicyanea
1373,CAL_Cal_Bellardia_viarum,,,,,Bellardia,viarum,,Bellardia viarum
1374,CAL_Luc_Lucilia_sp1,,,,,Lucilia,,sp1,Lucilia
1375,CAL_Luc_Lucilia_sp2,,,,,Lucilia,,sp2,Lucilia
1376,CAL_Phu_Phumosia_sp,,,,,Phumosia,,,Phumosia
1377,CAL_Chr_Chrysomya_rufifacies,,,,,Chrysomya,rufifacies,,Chrysomya rufifacies
1378,CAL_Chr_Chrysomya_megacephala,,,,,Chrysomya,megacephala,,Chrysomya megacephala
1379,CAL_Chr_Chloroprocta_idioidea,,,,,Chloroprocta,idioidea,,Chloroprocta idioidea
1380,CAL_Chr_Compsomyiops_callipes,,,,,Compsomyiops,callipes,,Compsomyiops callipes
1381,CAL_Chr_Cochliomyia_macellaria,,,,,Cochliomyia,macellaria,,Cochliomyia macellaria
1382,CAL_Chr_Paralucilia_sp,,,,,Paralucilia,,,Paralucilia
1383,CAL_Chr_Hemilucilia_semidiaphana,,,,,Hemilucilia,semidiaphana,,Hemilucilia semidiaphana
1384,CAL_Chr_Hemilucilia_segmentaria,,,,,Hemilucilia,segmentaria,,Hemilucilia segmentaria
1385,CAL_Chr_Phormia_regina,,,,,Phormia,regina,,Phormia regina
1386,CAL_Chr_Protocalliphora_sp,,,,,Protocalliphora,,,Protocalliphora
1387,RHINI_Cos_Sumatria_rufithorax,,,,,Sumatria,rufithorax,,Sumatria rufithorax
1388,RHINI_Cos_Sumatria_vittigera,,,,,Sumatria,vittigera,,Sumatria vittigera
1389,RHINI_Rhi_Genus_Unknown_sp,,,,,Genus_Unknown,,,Rhiniidae
1390,RHINI_Cos_Cosmina_sp,,,,,Cosmina,,,Cosmina
1391,RHINI_Cos_Cosmina_fuscipennis,,,,,Cosmina,fuscipennis,,Cosmina fuscipennis
1392,RHINI_Cos_Villeneuviella_seguyi,,,,,Villeneuviella,seguyi,,Villeneuviella seguyi
1393,RHINI_Cos_Rhyncomya_soyauxi,,,,,Rhyncomya,soyauxi,,Rhyncomya soyauxi
1394,RHINI_Cos_Rhyncomya_dasyops,,,,,Rhyncomya,dasyops,,Rhyncomya dasyops
1395,RHINI_Cos_Rhyncomya_minutalis,,,,,Rhyncomya,minutalis,,Rhyncomya minutalis
1396,RHINI_Cos_Eurhyncomyia_diversicolor,,,,,Eurhyncomyia,diversicolor,,Eurhyncomyia diversicolor
1397,RHINI_Cos_Isomyia_pubera,,,,,Isomyia,pubera,,Isomyia pubera
1398,RHINI_Cos_Isomyia_tristis,,,,,Isomyia,tristis,,Isomyia tristis
1399,RHINI_Cos_Isomyia_nataliensis,,,,,Isomyia,nataliensis,,Isomyia nataliensis
1400,RHINI_Rhi_Rhiniaa_apicalis,,,,,Rhiniaa,apicalis,,Rhiniaa apicalis
1401,RHINI_Rhi_Fainia_albitarsis,,,,,Fainia,albitarsis,,Fainia albitarsis
1402,RHINI_Rhi_Stomorhina_cribata,,,,,Stomorhina,cribata,,Stomorhina cribata
1403,RHINI_Rhi_Stomorhina_lunata,,,,,Stomorhina,lunata,,Stomorhina lunata
1404,CAL_Ben_Bengalia_sp,,,,,Bengalia,,,Bengalia
1405,TAC_Exo_Blondelia_hyphantriae,,,,,Blondelia,hyphantriae,,Blondelia hyphantriae
1406,TAC_Exo_Smidtia_fumiferanae,,,,,Smidtia,fumiferanae,,Smidtia fumiferanae
1407,TAC_Tac_Epalpus_signifer,,,,,Epalpus,signifer,,Epalpus signifer
1408,TAC_Tac_Spilochaetosoma_californicum,,,,,Spilochaetosoma,californicum,,Spilochaetosoma californicum
1409,TAC_Tac_Nigrilypha_gnoma,,,,,Nigrilypha,gnoma,,Nigrilypha gnoma
1410,TAC_Tac_Panzeria_nigricornea,,,,,Panzeria,nigricornea,,Panzeria nigricornea
1411,TAC_Pha_Trichopoda_pennipes,,,,,Trichopoda,pennipes,,Trichopoda pennipes
1412,TAC_Pha_Cylindromyia_binotata,,,,,Cylindromyia,binotata,,Cylindromyia binotata
1413,TAC_Dex_Thelaira_americana,,,,,Thelaira,americana,,Thelaira americana
1414,TAC_Dex_Ptilodexia_harpassa,,,,,Ptilodexia,harpassa,,Ptilodexia harpassa
1415,TAC_Mac_Cholomyia_inaequipes,,,,,Cholomyia,inaequipes,,Cholomyia inaequipes
1416,CAL_Pol_Pollenia_rudis,,,,,Pollenia,rudis,,Pollenia rudis
1417,MES_Laneella_sp,,,,,Laneella,,,Laneella
1418,MES_Mesembrinella_spicata,,,,,Mesembrinella,spicata,,Mesembrinella spicata
1419,MES_Mesembrinella_flavicrura,,,,,Mesembrinella,flavicrura,,Mesembrinella flavicrura
1420,MES_Mesembrinella_batesi,,,,,Mesembrinella,batesi,,Mesembrinella batesi
1421,FAN_Fannia_sp1,,,,,Fannia,,sp1,Fannia
1422,FAN_Euryomma_sp,,,,,Euryomma,,,Euryomma
1423,FAN_Fannia_sp2,,,,,Fannia,,sp2,Fannia
1424,ANT_Hylemya_alcathoe,,,,,Hylemya,alcathoe,,Hylemya alcathoe
1425,SCA_Scathophaga_stercolaria,,,,,Scathophaga,stercolaria,,Scathophaga stercolaria
1426,ANT_Anthomyia_procellaris,,,,,Anthomyia,procellaris,,Anthomyia procellaris
1427,ANT_Leucophora_maculata,,,,,Leucophora,maculata,,Leucophora maculata
1428,OES_Hyp_Hypoderma_tarandi,,,,,Hypoderma,tarandi,,Hypoderma tarandi
1429,OES_Oes_Cephenemyia_sp,,,,,Cephenemyia,,,Cephenemyia
1430,OES_Oes_Oestrus_ovis,,,,,Oestrus,ovis,,Oestrus ovis
1431,SAR_Par_Paramacronychia_flavipalpis,,,,,Paramacronychia,flavipalpis,,Paramacronychia flavipalpis
1432,SAR_Par_Brachicoma_setosa,,,,,Brachicoma,setosa,,Brachicoma setosa
1433,SAR_Par_Dexagria_ushinskyi,,,,,Dexagria,ushinskyi,,Dexagria ushinskyi
1434,SAR_Mil_Eumacronychia_sp,,,,,Eumacronychia,,,Eumacronychia
1435,SAR_Mil_Amobia_signata,,,,,Amobia,signata,,Amobia signata
1436,SAR_Mil_Sarcotachina_subcylindrica,,,,,Sarcotachina,subcylindrica,,Sarcotachina subcylindrica
1437,SAR_Sar_Emdenimyia_limai,,,,,Emdenimyia,limai,,Emdenimyia limai
1438,SAR_Sar_Ravinia_querula,,,,,Ravinia,querula,,Ravinia querula
1439,SAR_Sar_Oxysarcodexia_ventricosa,,,,,Oxysarcodexia,ventricosa,,Oxysarcodexia ventricosa
1440,SAR_Sar_Argoravinia_rufiventris,,,,,Argoravinia,rufiventris,,Argoravinia rufiventris
1441,SAR_Sar_Spirobolomyia_flavipalpis,,,,,Spirobolomyia,flavipalpis,,Spirobolomyia flavipalpis
1442,SAR_Sar_Blaesoxipha_Gigantotheca_plinthopyga,,,,,Blaesoxipha,plinthopyga,,Blaesoxipha plinthopyga
1443,SAR_Sar_Comasarcophaga_texana,,,,,Comasarcophaga,texana,,Comasarcophaga texana
1444,SAR_Sar_Fletcherimyia_folkertsi,,,,,Fletcherimyia,folkertsi,,Fletcherimyia folkertsi
1445,SAR_Sar_Lipoptilocnema_koehleri,,,,,Lipoptilocnema,koehleri,,Lipoptilocnema koehleri
1446,SAR_Sar_Sarcophaga_Neobellieria_bullata,,,,,Sarcophaga,bullata,,Sarcophaga bullata
1447,SAR_Sar_Sarcophaga_Sarcorohdendorfia_furcata,,,,,Sarcophaga,furcata,,Sarcophaga furcata
1448,SAR_Sar_Sarcophaga_Sarcophaga_lehmanni,,,,,Sarcophaga,lehmanni,,Sarcophaga lehmanni
1449,SAR_Sar_Sarcophaga_Thyrsocnema_incisilobata,,,,,Sarcophaga,incisilobata,,Sarcophaga incisilobata
1450,SAR_Sar_Sarcophaga_Hellicophagella_melanura,,,,,Sarcophaga,melanura,,Sarcophaga melanura
1451,Mesembrina_meridiana,,,,,Mesembrina,meridiana,,Mesembrina meridiana
1452,Cordilura,,,,,Cordilura,,,Cordilura
1453,Triarthria_setipennis,,,,,Triarthria,setipennis,,Triarthria setipennis
1454,Pollenia,,,,,Pollenia,,,Pollenia
1455,Stomorhina_subapicalis,,,,,Stomorhina,subapicalis,,Stomorhina subapicalis
1456,Calliphora_vomitoria,,,,,Calliphora,vomitoria,,Calliphora vomitoria
1457,Derocephalus_angusticollis,,,,,Derocephalus,angusticollis,,Derocephalus angusticollis
1458,Micropeza_corrigiolata,,,,,Micropeza,corrigiolata,,Micropeza corrigiolata
1459,Zacompsia_fulva,,,,,Zacompsia,fulva,,Zacompsia fulva
1460,Piophila_australis,,,,,Piophila,australis,,Piophila australis
1461,Strongylophthalmyia,,,,,Strongylophthalmyia,,,Strongylophthalmyia
1462,Meroplius_fasciculatus,,,,,Meroplius,fasciculatus,,Meroplius fasciculatus
1463,Loxocera_cylindrica,,,,,Loxocera,cylindrica,,Loxocera cylindrica
1464,Opomyza_germinationis,,,,,Opomyza,germinationis,,Opomyza germinationis
1465,Archimicrodon_brachycerus,,,,,Archimicrodon,brachycerus,,Archimicrodon brachycerus
1466,Phortica_variegata,,,,,Phortica,variegata,,Phortica variegata
1467,Stegana,,,,,Stegana,,,Stegana
1468,Ortholfersia_macleayi,,,,,Ortholfersia,macleayi,,Ortholfersia macleayi
1469,Chordonota_sp_CB0436_Stratiomyidae,,Stratiomyidae,,,Chordonota,,CB0436,Chordonota
1470,Leucoptilum_sp_CB0326_Stratiomyidae,,Stratiomyidae,,,Leucoptilum,,CB0326,Leucoptilum
1471,Ditylometopa_elegans_Stratiomyidae,,Stratiomyidae,,,Ditylometopa,elegans,,Ditylometopa elegans
1472,Euryneura_propinqua_Stratiomyidae,,Stratiomyidae,,,Euryneura,propinqua,,Euryneura propinqua
1473,Diaphorostylus_nasica_Stratiomyidae,,Stratiomyidae,,,Diaphorostylus,nasica,,Diaphorostylus nasica
1474,Cf__Euryneura_sp_CB0427_Stratiomyidae,,Stratiomyidae,,,Euryneura,,CB0427,Euryneura
1475,Dieuryneura_stigma_Stratiomyidae,,Stratiomyidae,,,Dieuryneura,stigma,,Dieuryneura stigma
1476,Dysbiota_parvula_Stratiomyidae,,Stratiomyidae,,,Dysbiota,parvula,,Dysbiota parvula
1477,Lagenosoma_sp_CB0403_Stratiomyidae,,Stratiomyidae,,,Lagenosoma,,CB0403,Lagenosoma
1478,Auloceromyia_sp_CB0435_Stratiomyidae,,Stratiomyidae,,,Auloceromyia,,CB0435,Auloceromyia
1479,Ampsalis_terminalis_CB0401_Stratiomyidae,,Stratiomyidae,,,Ampsalis,terminalis,CB0401,Ampsalis terminalis
1480,Adoxomyia_bistriata_Stratiomyidae,,Stratiomyidae,,,Adoxomyia,bistriata,,Adoxomyia bistriata
1481,Nigritomyia_consobrina_Stratiomyidae,,Stratiomyidae,,,Nigritomyia,consobrina,,Nigritomyia consobrina
1482,Nigritomyia_loewii_Stratiomyidae,,Stratiomyidae,,,Nigritomyia,loewii,,Nigritomyia loewii
1483,Adoxomyia_regularis_CB0428_Stratiomyidae,,Stratiomyidae,,,Adoxomyia,regularis,CB0428,Adoxomyia regularis
1484,Clitellaria_ephippium_Stratiomyidae,,Stratiomyidae,,,Clitellaria,ephippium,,Clitellaria ephippium
1485,Adoxomyia_rustica_CB0316_Stratiomyidae,,Stratiomyidae,,,Adoxomyia,rustica,CB0316,Adoxomyia rustica
1486,Adoxomyia_sp_CB0419_Stratiomyidae,,Stratiomyidae,,,Adoxomyia,,CB0419,Adoxomyia
1487,Hedriodiscus_binotatus_Stratiomyidae,,Stratiomyidae,,,Hedriodiscus,binotatus,,Hedriodiscus binotatus
1488,Stratiomyidae_sp_ESB_2006_Stratiomyidae,,Stratiomyidae,,,,,ESB_2006,Stratiomyidae
1489,Stratiomys_laticeps_CB0319_Stratiomyidae,,Stratiomyidae,,,Stratiomys,laticeps,CB0319,Stratiomys laticeps
1490,Odontomyia_occidentalis_Stratiomyidae,,Stratiomyidae,,,Odontomyia,occidentalis,,Odontomyia occidentalis
1491,Euparyphus_pardalinus_Stratiomyidae,,Stratiomyidae,,,Euparyphus,pardalinus,,Euparyphus pardalinus
1492,Euparyphus_sp_CB0429_Stratiomyidae,,Stratiomyidae,,,Euparyphus,,CB0429,Euparyphus
1493,Myxosargus_knowltoni_Stratiomyidae,,Stratiomyidae,,,Myxosargus,knowltoni,,Myxosargus knowltoni
1494,Raphiocera_ornata_CB0406_Stratiomyidae,,Stratiomyidae,,,Raphiocera,ornata,CB0406,Raphiocera ornata
1495,Histiodroma_sp_CB0301_Stratiomyidae,,Stratiomyidae,,,Histiodroma,,CB0301,Histiodroma
1496,Lasiopa_balius_Stratiomyidae,,Stratiomyidae,,,Lasiopa,balius,,Lasiopa balius
1497,Alopecuroceras_coloratum_Stratiomyidae,,Stratiomyidae,,,Alopecuroceras,coloratum,,Alopecuroceras coloratum
1498,Stratiomys_longicorni_Stratiomyidae,,Stratiomyidae,,,Stratiomys,longicorni,,Stratiomys longicorni
1499,Stratiomys_ruficornis_Stratiomyidae,,Stratiomyidae,,,Stratiomys,ruficornis,,Stratiomys ruficornis
1500,Stratiomys_potamida_Stratiomyidae,,Stratiomyidae,,,Stratiomys,potamida,,Stratiomys potamida
1501,Odontomyia_flavissima_Stratiomyidae,,Stratiomyidae,,,Odontomyia,flavissima,,Odontomyia flavissima
1502,Oplodontha_viridula_Stratiomyidae,,Stratiomyidae,,,Oplodontha,viridula,,Oplodontha viridula
1503,Prosopochrysa_vitripennis_Stratiomyidae,,Stratiomyidae,,,Prosopochrysa,vitripennis,,Prosopochrysa vitripennis
1504,Oxycera_marginata_Stratiomyidae,,Stratiomyidae,,,Oxycera,marginata,,Oxycera marginata
1505,Oxycera_pardalina_Stratiomyidae,,Stratiomyidae,,,Oxycera,pardalina,,Oxycera pardalina
1506,Hermionella_seguyi_Stratiomyidae,,Stratiomyidae,,,Hermionella,seguyi,,Hermionella seguyi
1507,Oxycera_trilineata_Stratiomyidae,,Stratiomyidae,,,Oxycera,trilineata,,Oxycera trilineata
1508,Nemotelus_cingulatus_Stratiomyidae,,Stratiomyidae,,,Nemotelus,cingulatus,,Nemotelus cingulatus
1509,Antissa_sp_SLW_2002_Stratiomyidae,,Stratiomyidae,,,Antissa,,SLW_2002,Antissa
1510,Exodontha_dubia_Stratiomyidae,,Stratiomyidae,,,Exodontha,dubia,,Exodontha dubia
1511,Beris_morrisii_Stratiomyidae,,Stratiomyidae,,,Beris,morrisii,,Beris morrisii
1512,Actina_chalybea_Stratiomyidae,,Stratiomyidae,,,Actina,chalybea,,Actina chalybea
1513,Chorisops_tunisiae_Stratiomyidae,,Stratiomyidae,,,Chorisops,tunisiae,,Chorisops tunisiae
1514,Oplachantha_sp_CB0225_Stratiomyidae,,Stratiomyidae,,,Oplachantha,,CB0225,Oplachantha
1515,Heteracanthia_sp_Stratiomyidae,,Stratiomyidae,,,Heteracanthia,,,Heteracanthia
1516,Actina_viridis_Stratiomyidae,,Stratiomyidae,,,Actina,viridis,,Actina viridis
1517,Neoberis_brasiliana_Stratiomyidae,,Stratiomyidae,,,Neoberis,brasiliana,,Neoberis brasiliana
1518,Beridops_sp_CB0437_Stratiomyidae,,Stratiomyidae,,,Beridops,,CB0437,Beridops
1519,Lecomyia_sp_CB0413_Stratiomyidae,,Stratiomyidae,,,Lecomyia,,CB0413,Lecomyia
1520,Cyanauges_ruficornis_CB0407_Stratiomyidae,,Stratiomyidae,,,Cyanauges,ruficornis,CB0407,Cyanauges ruficornis
1521,Cyanauges_maculatus_CB0433_Stratiomyidae,,Stratiomyidae,,,Cyanauges,maculatus,CB0433,Cyanauges maculatus
1522,Chiromyza_sp_CB0313_Stratiomyidae,,Stratiomyidae,,,Chiromyza,,CB0313,Chiromyza
1523,Parhadrestia_atava_Stratiomyidae,,Stratiomyidae,,,Parhadrestia,atava,,Parhadrestia atava
1524,Hilarimorpha_sp_Hilarimorphidae,,Hilarimorphidae,,,Hilarimorpha,,,Hilarimorpha
1525,Sylvicola_fenestralis_Anisopodoidea,Anisopodoidea,,,,,Sylvicola,fenestralis,Sylvicola
1526,Symmerus_annulatus_Mycetophilidae,,Mycetophilidae,,,Symmerus,annulatus,,Symmerus annulatus
1527,Manota_sp_DK_Mycetophilidae,,Mycetophilidae,,,Manota,,DK,Manota
1528,Manota_mazumbaiensis_Mycetophilidae,,Mycetophilidae,,,Manota,mazumbaiensis,,Manota mazumbaiensis
1529,Manota_mabokeensis_Mycetophilidae,,Mycetophilidae,,,Manota,mabokeensis,,Manota mabokeensis
1530,Manota_unifurcata_Mycetophilidae,,Mycetophilidae,,,Manota,unifurcata,,Manota unifurcata
1531,Bibio_longipes_Bibionidae,,Bibionidae,,,Bibio,longipes,,Bibio longipes
1532,Manota_sp_BMW_Mycetophilidae,,Mycetophilidae,,,Manota,,BMW,Manota
1533,Bolitophila_sp_BMW_Mycetophilidae,,Mycetophilidae,,,Bolitophila,,BMW,Bolitophila
1534,Lygistorrhina_sanctaecatherina_Lygistorrhinidaee,,Lygistorrhinidaee,,,Lygistorrhina,sanctaecatherina,,Lygistorrhina sanctaecatherina
1535,Arachnocampa_flava_Keroplatidae,,Keroplatidae,,,Arachnocampa,flava,,Arachnocampa flava
1536,Diadocidia_ferruginosa_Diadocidiidae,,Diadocidiidae,,,Diadocidia,ferruginosa,,Diadocidia ferruginosa
1537,Bolitophila_sp_ER_009_Mycetophilidae,,Mycetophilidae,,,Bolitophila,,ER_009,Bolitophila
1538,Heterotropus_sp_Bombyliidae,,Bombyliidae,,,Heterotropus,,,Heterotropus
1539,Cyrtosiini_gen_sp_Bombyliidae,,Bombyliidae,,,,,,Bombyliidae
1540,Mythicomyia_sp_Bombyliidae,,Bombyliidae,,,Mythicomyia,,,Mythicomyia
1541,Glabellula_sp_Bombyliidae,,Bombyliidae,,,Glabellula,,,Glabellula
1542,Mnemomyia_sp_Bombyliidae,,Bombyliidae,,,Mnemomyia,,,Mnemomyia
1543,Pantarbes_sp_Bombyliidae,,Bombyliidae,,,Pantarbes,,,Pantarbes
1544,Eusurbus_sp_Bombyliidae,,Bombyliidae,,,Eusurbus,,,Eusurbus
1545,Marmasoma_sumptuosum_Bombyliidae,,Bombyliidae,,,Marmasoma,sumptuosum,,Marmasoma sumptuosum
1546,Toxophora_compta_Bombyliidae,,Bombyliidae,,,Toxophora,compta,,Toxophora compta
1547,Toxophora_sp_Bombyliidae,,Bombyliidae,,,Toxophora,,,Toxophora
1548,Geron_sp_Bombyliidae,,Bombyliidae,,,Geron,,,Geron
1549,Zaclava_sp_Bombyliidae,,Bombyliidae,,,Zaclava,,,Zaclava
1550,Systropus_sp_Bombyliidae,,Bombyliidae,,,Systropus,,,Systropus
1551,Systropus_flavoornatus_Bombyliidae,,Bombyliidae,,,Systropus,flavoornatus,,Systropus flavoornatus
1552,Dolichomyia_sp_Bombyliidae,,Bombyliidae,,,Dolichomyia,,,Dolichomyia
1553,Corsomyza_sp_Bombyliidae,,Bombyliidae,,,Corsomyza,,,Corsomyza
1554,Apolysis_sp_Bombyliidae_1,,Bombyliidae,,,Apolysis,,,Apolysis
1555,Tomomyza_sp_Bombyliidae,,Bombyliidae,,,Tomomyza,,,Tomomyza
1556,Paracosmus_sp_Bombyliidae,,Bombyliidae,,,Paracosmus,,,Paracosmus
1557,Lyophlaeba_sp_Bombyliidae,,Bombyliidae,,,Lyophlaeba,,,Lyophlaeba
1558,Aleucosia_sp_Bombyliidae,,Bombyliidae,,,Aleucosia,,,Aleucosia
1559,Comptosia_quadripennis_Bombyliidae,,Bombyliidae,,,Comptosia,quadripennis,,Comptosia quadripennis
1560,Comptosia_moretoni_Bombyliidae,,Bombyliidae,,,Comptosia,moretoni,,Comptosia moretoni
1561,Lordotus_sp_Bombyliidae,,Bombyliidae,,,Lordotus,,,Lordotus
1562,Geminaria_sp_1_Bombyliidae,,Bombyliidae,,,Geminaria,,,Geminaria
1563,Geminaria_sp_2_Bombyliidae,,Bombyliidae,,,Geminaria,,,Geminaria
1564,Amphicosmus_sp_Bombyliidae,,Bombyliidae,,,Amphicosmus,,,Amphicosmus
1565,Conophorus_sp_Bombyliidae,,Bombyliidae,,,Conophorus,,,Conophorus
1566,sparnopolius_sp_Bombyliidae,,Bombyliidae,,,sparnopolius,,,sparnopolius
1567,Villa_sp_3_Bombyliidae,,Bombyliidae,,,Villa,,,Villa
1568,Anastoechus_sp_Bombyliidae,,Bombyliidae,,,Anastoechus,,,Anastoechus
1569,Heterostylum_sp_Bombyliidae,,Bombyliidae,,,Heterostylum,,,Heterostylum
1570,Meomyia_sp_Bombyliidae,,Bombyliidae,,,Meomyia,,,Meomyia
1571,Bombylius_major_Bombyliidae,,Bombyliidae,,,Bombylius,major,,Bombylius major
1572,Neosardus_sp_Bombyliidae,,Bombyliidae,,,Neosardus,,,Neosardus
1573,Neosardus_principus_Bombyliidae,,Bombyliidae,,,Neosardus,principus,,Neosardus principus
1574,Pteraulax_sp_Bombyliidae,,Bombyliidae,,,Pteraulax,,,Pteraulax
1575,Aphoebantus_sp_2_Bombyliidae,,Bombyliidae,,,Aphoebantus,,,Aphoebantus
1576,Aphoebantus_sp_1_Bombyliidae,,Bombyliidae,,,Aphoebantus,,,Aphoebantus
1577,Epacmus_sp_Bombyliidae,,Bombyliidae,,,Epacmus,,,Epacmus
1578,Hemipenthes_jaennickeana_Bombyliidae,,Bombyliidae,,,Hemipenthes,jaennickeana,,Hemipenthes jaennickeana
1579,Comptosia_sp_LRC2002_Bombyliidae,,Bombyliidae,,,Comptosia,,LRC2002,Comptosia
1580,Brachyanax_ater_Bombyliidae,,Bombyliidae,,,Brachyanax,ater,,Brachyanax ater
1581,Anthrax_proconcisus_Bombyliidae,,Bombyliidae,,,Anthrax,proconcisus,,Anthrax proconcisus
1582,Ligyra_satyrus_Bombyliidae,,Bombyliidae,,,Ligyra,satyrus,,Ligyra satyrus
1583,Pseudopenthes_sp_Bombyliidae,,Bombyliidae,,,Pseudopenthes,,,Pseudopenthes
1584,Exoprosopa_sp_Bombyliidae,,Bombyliidae,,,Exoprosopa,,,Exoprosopa
1585,Lepidanthrax_sp_Bombyliidae,,Bombyliidae,,,Lepidanthrax,,,Lepidanthrax
1586,Villa_sp_2_Bombyliidae,,Bombyliidae,,,Villa,2,,Villa
1587,Villa_sp_1_Bombyliidae,,Bombyliidae,,,Villa,1,,Villa
1588,Rynchanthrax_sp_Bombyliidae,,Bombyliidae,,,Rynchanthrax,,,Rynchanthrax
1589,Hyperalonia_sp_Bombyliidae,,Bombyliidae,,,Hyperalonia,,,Hyperalonia
1590,Anthrax_sp_Bombyliidae,,Bombyliidae,,,Anthrax,,,Anthrax
1591,Xenox_tigrinus_Bombyliidae,,Bombyliidae,,,Xenox,tigrinus,,Xenox tigrinus
1592,Epacomoides_sp_Bombyliidae,,Bombyliidae,,,Epacomoides,,,Epacomoides
1593,Antonia_sp_Bombyliidae,,Bombyliidae,,,Antonia,,,Antonia
1594,Thevenetimyia_sp_Bombyliidae,,Bombyliidae,,,Thevenetimyia,,,Thevenetimyia
1595,Usia_sp_Bombyliidae,,Bombyliidae,,,Usia,,,Usia
1596,Apolysis_sp_Bombyliidae,,Bombyliidae,,,Apolysis,,,Apolysis
1597,Apolysis_sp_Bombyliidae_2,,Bombyliidae,,,Apolysis,,2,Apolysis
1598,Sericosoma_sp_Bombyliidae,,Bombyliidae,,,Sericosoma,,,Sericosoma
1599,Lordotus_sp_Bombyliidae_MEI_90_26,,Bombyliidae,,,Lordotus,,MEI_90_26,Lordotus
1600,Lepidophora_sp_Bombyliidae,,Bombyliidae,,,Lepidophora,,,Lepidophora
1601,Desmatomyia_sp_Bombyliidae,,Bombyliidae,,,Desmatomyia,,,Desmatomyia
1602,Evocoa_chilensis_Evocoidae,,Evocoidae,,,Evocoa,chilensis,,Evocoa chilensis
1603,Clesthentia_aberrans_Apsilocephalidae,,Apsilocephalidae,,,Clesthentia,aberrans,,Clesthentia aberrans
1604,Apsilocephala_sp_Apsilocephalidae,,Apsilocephalidae,,,Apsilocephala,,,Apsilocephala
1605,Microgephyra_sp_nov_Therevidae,,Therevidae,,,Microgephyra,,nov,Microgephyra
1606,Microgephyra_brincki_Therevidae,,Therevidae,,,Microgephyra,brincki,,Microgephyra brincki
1607,Microgephyra_madagascariensis_Therevidae,,Therevidae,,,Microgephyra,madagascariensis,,Microgephyra madagascariensis
1608,Hemigephyra_braunsi_Therevidae,,Therevidae,,,Hemigephyra,braunsi,,Hemigephyra braunsi
1609,Ceratosathe_tridactyla_Therevidae,,Therevidae,,,Ceratosathe,tridactyla,,Ceratosathe tridactyla
1610,Xestomyza_lugubris_Therevidae,,Therevidae,,,Xestomyza,lugubris,,Xestomyza lugubris
1611,Hemigephyra_atra_Therevidae,,Therevidae,,,Hemigephyra,atra,,Hemigephyra atra
1612,Henicomyia_hubbardi_Therevidae,,Therevidae,,,Henicomyia,hubbardi,,Henicomyia hubbardi
1613,Henicomyia_sp_1_Therevidae,,Therevidae,,,Henicomyia,,1,Henicomyia
1614,Henicomyia_sp_2_Therevidae,,Therevidae,,,Henicomyia,,2,Henicomyia
1615,Nanexila_argentiquadris_Therevidae,,Therevidae,,,Nanexila,argentiquadris,,Nanexila argentiquadris
1616,Johnmannia_tasmanica_Therevidae,,Therevidae,,,Johnmannia,tasmanica,,Johnmannia tasmanica
1617,Eupsilocephala_albodorsalis_Therevidae,,Therevidae,,,Eupsilocephala,albodorsalis,,Eupsilocephala albodorsalis
1618,Actenomeros_paradoxa_Therevidae,,Therevidae,,,Actenomeros,paradoxa,,Actenomeros paradoxa
1619,Taenogerella_schlingeri_Therevidae,,Therevidae,,,Taenogerella,schlingeri,,Taenogerella schlingeri
1620,Therevidae_gen_sp_4_Therevidae,,Therevidae,,,,,4,Therevidae
1621,Actenomeros_act_Therevidae,,Therevidae,,,Actenomeros,act,,Actenomeros act
1622,Coloforia_grandiosa_Therevidae,,Therevidae,,,Coloforia,grandiosa,,Coloforia grandiosa
1623,Calophytus_nubilosa_Therevidae,,Therevidae,,,Calophytus,nubilosa,,Calophytus nubilosa
1624,Neodialineura_striatithorax_Therevidae,,Therevidae,,,Neodialineura,striatithorax,,Neodialineura striatithorax
1625,Neodialineura_bifaria_Therevidae,,Therevidae,,,Neodialineura,bifaria,,Neodialineura bifaria
1626,Neodialineura_tinderry_Therevidae,,Therevidae,,,Neodialineura,tinderry,,Neodialineura tinderry
