tip_name,superfamily,family,subfamily,tribe,genus,species,additional_identifiers
Chaetogonopteron_sp_2_Dolichopodidae_E,,Dolichopodidae,,,Chaetogonopteron,,2
Teuchophorus_tiomanensis_Dolichopodidae_E,,Dolichopodidae,,,Teuchophorus,tiomanensis,
Teuchophorus_spinigerellus_Dolichopodidae_E,,Dolichopodidae,,,Teuchophorus,spinigerellus,
Teuchophorus_monacanthus_Dolichopodidae_E,,Dolichopodidae,,,Teuchophorus,monacanthus,
Teuchophorus_simplex_Dolichopodidae_E,,Dolichopodidae,,,Teuchophorus,simplex,
Teuchophorus_enormis_Dolichopodidae_E,,Dolichopodidae,,,Teuchophorus,enormis,
Teuchophorus_limosus_Dolichopodidae_E,,Dolichopodidae,,,Teuchophorus,limosus,
Teuchophorus_simplicissimus_Dolichopodidae_E,,Dolichopodidae,,,Teuchophorus,simplicissimus,
Teuchophorus_stenostigma_Dolichopodidae_E,,Dolichopodidae,,,Teuchophorus,stenostigma,
Teuchophorus_ornatulus_Dolichopodidae_E,,Dolichopodidae,,,Teuchophorus,ornatulus,
Teuchophorus_clavigerellus_Dolichopodidae_E,,Dolichopodidae,,,Teuchophorus,clavigerellus,
Teuchophorus_calcaratus_Dolichopodidae_E,,Dolichopodidae,,,Teuchophorus,calcaratus,
Teuchophorus_nigricosta_Dolichopodidae_E,,Dolichopodidae,,,Teuchophorus,nigricosta,
Teuchophorus_obliquus_Dolichopodidae_E,,Dolichopodidae,,,Teuchophorus,obliquus,
Teuchophorus_temasek_Dolichopodidae_E,,Dolichopodidae,,,Teuchophorus,temasek,
Sympycnus_aeneicoxa_Dolichopodidae_E,,Dolichopodidae,,,Sympycnus,aeneicoxa,
Sympycnus_desoutteri_Dolichopodidae_E,,Dolichopodidae,,,Sympycnus,desoutteri,
Sympycnus_cirripes_Dolichopodidae_E,,Dolichopodidae,,,Sympycnus,cirripes,
Sciapus_platypterus_Dolichopodidae_E,,Dolichopodidae,,,Sciapus,platypterus,
Sciapus_zonatulus_Dolichopodidae_E,,Dolichopodidae,,,Sciapus,zonatulus,
Sciapus_wiedemanni_Dolichopodidae_E,,Dolichopodidae,,,Sciapus,wiedemanni,
Condylostylus_sp_Pollet_0316_Dolichopodidae_E,,Dolichopodidae,,,Condylostylus,,Pollet_0316
Plagiozopelma_flavipodex_Dolichopodidae_E,,Dolichopodidae,,,Plagiozopelma,flavipodex,
Heteropsilopus_ingenuus_Dolichopodidae_E,,Dolichopodidae,,,Heteropsilopus,ingenuus,
Amblypsilopus_abruptus_group_s_Dolichopodidae_Ep_SNK_2009,,Dolichopodidae,,,Amblypsilopus,abruptus,group_s_Ep_SNK_2009
Chrysosoma_bearni_Dolichopodidae_E,,Dolichopodidae,,,Chrysosoma,bearni,
Chrysosoma_vittatum_group_sp_Dolichopodidae_E,,Dolichopodidae,,,Chrysosoma,,vittatum_group
Thinophilus_sp_1_SNK_2009_Dolichopodidae_E,,Dolichopodidae,,,Thinophilus,,1_SNK_2009
Nepalomyia_sp_3_SNK_2009_Dolichopodidae_E,,Dolichopodidae,,,Nepalomyia,,3_SNK_2009
Symbolia_costaricensis_Dolichopodidae_E,,Dolichopodidae,,,Symbolia,costaricensis,
Anepsiomyia_flaviventris_Dolichopodidae_E,,Dolichopodidae,,,Anepsiomyia,flaviventris,
Xanthochlorus_ornatus_Dolichopodidae_E,,Dolichopodidae,,,Xanthochlorus,ornatus,
Liancalus_virens_Dolichopodidae_E,,Dolichopodidae,,,Liancalus,virens,
Eucoryphus_brunneri_Dolichopodidae_E,,Dolichopodidae,,,Eucoryphus,brunneri,
Eucoryphus_coeruleus_Dolichopodidae_E,,Dolichopodidae,,,Eucoryphus,coeruleus,
Hydrophorus_praecox_Dolichopodidae_E,,Dolichopodidae,,,Hydrophorus,praecox,
Hydrophorus_rogenhoferi_Dolichopodidae_E,,Dolichopodidae,,,Hydrophorus,rogenhoferi,
Hydrophorus_borealis_Dolichopodidae_E,,Dolichopodidae,,,Hydrophorus,borealis,
sphyrotarsus_argyrostomus_Dolichopodidae_E,,Dolichopodidae,,,sphyrotarsus,argyrostomus,
Machaerium_maritimae_Dolichopodidae_E,,Dolichopodidae,,,Machaerium,maritimae,
Aphrosylus_celtiber_Dolichopodidae_E,,Dolichopodidae,,,Aphrosylus,celtiber,
Argyra_vestita_Dolichopodidae_E,,Dolichopodidae,,,Argyra,vestita,
Argyra_diaphana_Dolichopodidae_E,,Dolichopodidae,,,Argyra,diaphana,
Argyra_elongata_Dolichopodidae_E,,Dolichopodidae,,,Argyra,elongata,
Argyra_perplexa_Dolichopodidae_E,,Dolichopodidae,,,Argyra,perplexa,
Argyra_argyria_Dolichopodidae_E,,Dolichopodidae,,,Argyra,argyria,
Argyra_leucocephala_Dolichopodidae_E,,Dolichopodidae,,,Argyra,leucocephala,
Argyra_argentina_Dolichopodidae_E,,Dolichopodidae,,,Argyra,argentina,
Argyra_grata_Dolichopodidae_E,,Dolichopodidae,,,Argyra,grata,
Argyra_ilonae_Dolichopodidae_E,,Dolichopodidae,,,Argyra,ilonae,
Argyra_atriceps_Dolichopodidae_E,,Dolichopodidae,,,Argyra,atriceps,
Pelastoneurus_sp_Pollet_0309_Dolichopodidae_E,,Dolichopodidae,,,Pelastoneurus,,Pollet_0309
Hercostomus_verbekei_Dolichopodidae_E,,Dolichopodidae,,,Hercostomus,verbekei,
Hercostomus_plagiatus_Dolichopodidae_E,,Dolichopodidae,,,Hercostomus,plagiatus,
Dolichopus_campestris_Dolichopodidae_E,,Dolichopodidae,,,Dolichopus,campestris,
Dolichopus_arbustorum_Dolichopodidae_E,,Dolichopodidae,,,Dolichopus,arbustorum,
Dolichopus_trivialis_Dolichopodidae_E,,Dolichopodidae,,,Dolichopus,trivialis,
Dolichopus_cilifemoratus_Dolichopodidae_E,,Dolichopodidae,,,Dolichopus,cilifemoratus,
Dolichopus_festivus_Dolichopodidae_E,,Dolichopodidae,,,Dolichopus,festivus,
Dolichopus_ungulatus_Dolichopodidae_E,,Dolichopodidae,,,Dolichopus,ungulatus,
Dolichopus_brevipennis_Dolichopodidae_E,,Dolichopodidae,,,Dolichopus,brevipennis,
Dolichopus_claviger_Dolichopodidae_E,,Dolichopodidae,,,Dolichopus,claviger,
Dolichopus_lepidus_Dolichopodidae_E,,Dolichopodidae,,,Dolichopus,lepidus,
Dolichopus_longitarsis_Dolichopodidae_E,,Dolichopodidae,,,Dolichopus,longitarsis,
Dolichopus_nigricornis_Dolichopodidae_E,,Dolichopodidae,,,Dolichopus,nigricornis,
Dolichopus_genicupallidus_Dolichopodidae_E,,Dolichopodidae,,,Dolichopus,genicupallidus,
Dolichopus_planitarsis_Dolichopodidae_E,,Dolichopodidae,,,Dolichopus,planitarsis,
Dolichopus_atripes_Dolichopodidae_E,,Dolichopodidae,,,Dolichopus,atripes,
Dolichopus_tanythrix_Dolichopodidae_E,,Dolichopodidae,,,Dolichopus,tanythrix,
Dolichopus_bigeniculatus_Dolichopodidae_E,,Dolichopodidae,,,Dolichopus,bigeniculatus,
Dolichopus_clavipes_Dolichopodidae_E,,Dolichopodidae,,,Dolichopus,clavipes,
Dolichopus_griseipennis_Dolichopodidae_E,,Dolichopodidae,,,Dolichopus,griseipennis,
Dolichopus_nitidus_Dolichopodidae_E,,Dolichopodidae,,,Dolichopus,nitidus,
Dolichopus_popularis_Dolichopodidae_E,,Dolichopodidae,,,Dolichopus,popularis,
Dolichopus_urbanus_Dolichopodidae_E,,Dolichopodidae,,,Dolichopus,urbanus,
Dolichopus_subpennatus_Dolichopodidae_E,,Dolichopodidae,,,Dolichopus,subpennatus,
Dolichopus_pennatus_Dolichopodidae_E,,Dolichopodidae,,,Dolichopus,pennatus,
Dolichopus_argyrotarsis_Dolichopodidae_E,,Dolichopodidae,,,Dolichopus,argyrotarsis,
Dolichopus_signatus_Dolichopodidae_E,,Dolichopodidae,,,Dolichopus,signatus,
Dolichopus_latilimbatus_Dolichopodidae_E,,Dolichopodidae,,,Dolichopus,latilimbatus,
Dolichopus_excisus_Dolichopodidae_E,,Dolichopodidae,,,Dolichopus,excisus,
Dolichopus_nubilus_Dolichopodidae_E,,Dolichopodidae,,,Dolichopus,nubilus,
Dolichopus_acuticornis_Dolichopodidae_E,,Dolichopodidae,,,Dolichopus,acuticornis,
Dolichopus_linearis_Dolichopodidae_E,,Dolichopodidae,,,Dolichopus,linearis,
Dolichopus_longicornis_Dolichopodidae_E,,Dolichopodidae,,,Dolichopus,longicornis,
Hercostomus_nanus_Dolichopodidae_E,,Dolichopodidae,,,Hercostomus,nanus,
Hercostomus_parvilamellatus_Dolichopodidae_E,,Dolichopodidae,,,Hercostomus,parvilamellatus,
Nodicornis_nodicornis_Dolichopodidae_E,,Dolichopodidae,,,Nodicornis,nodicornis,
Sybistroma_discipes_Dolichopodidae_E,,Dolichopodidae,,,Sybistroma,discipes,
Sybistroma_crinipes_Dolichopodidae_E,,Dolichopodidae,,,Sybistroma,crinipes,
Sybistroma_obscurellum_Dolichopodidae_E,,Dolichopodidae,,,Sybistroma,obscurellum,
Hercostomus_chetifer_Dolichopodidae_E,,Dolichopodidae,,,Hercostomus,chetifer,
Hercostomus_longiventris_Dolichopodidae_E,,Dolichopodidae,,,Hercostomus,longiventris,
Hercostomus_fulvicaudis_Dolichopodidae_E,,Dolichopodidae,,,Hercostomus,fulvicaudis,
Hercostomus_praeceps_Dolichopodidae_E,,Dolichopodidae,,,Hercostomus,praeceps,
Argyrochlamys_impudicus_Dolichopodidae_E,,Dolichopodidae,,,Argyrochlamys,impudicus,
Paraclius_digitatus_Dolichopodidae_E,,Dolichopodidae,,,Paraclius,digitatus,
Gymnopternus_helveticus_Dolichopodidae_E,,Dolichopodidae,,,Gymnopternus,helveticus,
Gymnopternus_blankaartensis_Dolichopodidae_E,,Dolichopodidae,,,Gymnopternus,blankaartensis,
Gymnopternus_cupreus_Dolichopodidae_E,,Dolichopodidae,,,Gymnopternus,cupreus,
Gymnopternus_assimilis_Dolichopodidae_E,,Dolichopodidae,,,Gymnopternus,assimilis,
Gymnopternus_silvestris_Dolichopodidae_E,,Dolichopodidae,,,Gymnopternus,silvestris,
Gymnopternus_brevicornis_Dolichopodidae_E,,Dolichopodidae,,,Gymnopternus,brevicornis,
Gymnopternus_celer_Dolichopodidae_E,,Dolichopodidae,,,Gymnopternus,celer,
Gymnopternus_metallicus_Dolichopodidae_E,,Dolichopodidae,,,Gymnopternus,metallicus,
Gymnopternus_aerosus_Dolichopodidae_E,,Dolichopodidae,,,Gymnopternus,aerosus,
Gymnopternus_angustifrons_Dolichopodidae_E,,Dolichopodidae,,,Gymnopternus,angustifrons,
Hercostomus_nigripennis_Dolichopodidae_E,,Dolichopodidae,,,Hercostomus,nigripennis,
Hercostomus_chaerophylli_Dolichopodidae_E,,Dolichopodidae,,,Hercostomus,chaerophylli,
Hercostomus_germanus_Dolichopodidae_E,,Dolichopodidae,,,Hercostomus,germanus,
Dolichopus_sp_Dolichopodidae_E,,Dolichopodidae,,,Dolichopus,,
Dolichopus_sp_Dolichopodidae_E_NCSU_99071924,,Dolichopodidae,,,Dolichopus,,NCSU_99071924
Poecilobothrus_principalis_Dolichopodidae_E,,Dolichopodidae,,,Poecilobothrus,principalis,
Poecilobothrus_regalis_Dolichopodidae_E,,Dolichopodidae,,,Poecilobothrus,regalis,
Dolichopus_sp_Dolichopodidae_E_NCSU_97010378,,Dolichopodidae,,,Dolichopus,,NCSU_97010378
Poecilobothrus_nobilitatus_Dolichopodidae_E,,Dolichopodidae,,,Poecilobothrus,nobilitatus,
Poecilobothrus_chrysozygos_Dolichopodidae_E,,Dolichopodidae,,,Poecilobothrus,chrysozygos,
Hercostomus_pilifer_Dolichopodidae_E,,Dolichopodidae,,,Hercostomus,pilifer,
Hercostomus_nigrilamellatus_Dolichopodidae_E,,Dolichopodidae,,,Hercostomus,nigrilamellatus,
Hercostomus_vockerothi_Dolichopodidae_E,,Dolichopodidae,,,Hercostomus,vockerothi,
Hercostomus_nigriplantis_Dolichopodidae_E,,Dolichopodidae,,,Hercostomus,nigriplantis,
Hercostomus_fugax_Dolichopodidae_E,,Dolichopodidae,,,Hercostomus,fugax,
Hercostomus_vivax_Dolichopodidae_E,,Dolichopodidae,,,Hercostomus,vivax,
Tachytrechus_notatus_Dolichopodidae_E,,Dolichopodidae,,,Tachytrechus,notatus,
Tachytrechus_transitorius_Dolichopodidae_E,,Dolichopodidae,,,Tachytrechus,transitorius,
Tachytrechus_tessellatus_Dolichopodidae_E,,Dolichopodidae,,,Tachytrechus,tessellatus,
Hercostomus_brevidigitalis_Dolichopodidae_E,,Dolichopodidae,,,Hercostomus,brevidigitalis,
Hercostomus_meieri_Dolichopodidae_E,,Dolichopodidae,,,Hercostomus,meieri,
Nepalomyia_sp_1_SNK_2009_Dolichopodidae_E,,Dolichopodidae,,,Nepalomyia,,1_SNK_2009
Nepalomyia_sp_2_SNK_2009_Dolichopodidae_E,,Dolichopodidae,,,Nepalomyia,,2_SNK_2009
Scotiomyia_cf_singaporensis_SN_Dolichopodidae_EK_2009,,Dolichopodidae,,,Scotiomyia,singaporensis,SN_EK_2009
Scotiomyia_sp_SNK_2009_Dolichopodidae_E,,Dolichopodidae,,,Scotiomyia,,SNK_2009
Acropsilus_sp_2_SNK_2009_Dolichopodidae_E,,Dolichopodidae,,,Acropsilus,,2_SNK_2009
Acropsilus_sp_3_SNK_2009_Dolichopodidae_E,,Dolichopodidae,,,Acropsilus,,3_SNK_2009
Acropsilus_niger_Dolichopodidae_E,,Dolichopodidae,,,Acropsilus,niger,
Acropsilus_sp_1_SNK_2009_Dolichopodidae_E,,Dolichopodidae,,,Acropsilus,,1_SNK_2009
Peloropeodes_sp_Pollet_0301_Dolichopodidae_E,,Dolichopodidae,,,Peloropeodes,,Pollet_0301
Peloropeodes_sp_Pollet_0306_Dolichopodidae_E,,Dolichopodidae,,,Peloropeodes,,Pollet_0306
Medetera_minima_Dolichopodidae_E,,Dolichopodidae,,,Medetera,minima,
Medetera_dendrobaena_Dolichopodidae_E,,Dolichopodidae,,,Medetera,dendrobaena,
Medetera_diadema_Dolichopodidae_E,,Dolichopodidae,,,Medetera,diadema,
Medetera_plumbella_Dolichopodidae_E,,Dolichopodidae,,,Medetera,plumbella,
Medetera_micacea_Dolichopodidae_E,,Dolichopodidae,,,Medetera,micacea,
Medetera_jacula_Dolichopodidae_E,,Dolichopodidae,,,Medetera,jacula,
Medetera_infumata_Dolichopodidae_E,,Dolichopodidae,,,Medetera,infumata,
Medetera_grisescens_Dolichopodidae_E,,Dolichopodidae,,,Medetera,grisescens,
Medetera_lorea_Dolichopodidae_E,,Dolichopodidae,,,Medetera,lorea,
Medetera_pallipes_Dolichopodidae_E,,Dolichopodidae,,,Medetera,pallipes,
Medetera_impigra_Dolichopodidae_E,,Dolichopodidae,,,Medetera,impigra,
Medetera_abstrusa_Dolichopodidae_E,,Dolichopodidae,,,Medetera,abstrusa,
Medetera_feminina_Dolichopodidae_E,,Dolichopodidae,,,Medetera,feminina,
Medetera_jugalis_Dolichopodidae_E,,Dolichopodidae,,,Medetera,jugalis,
Medetera_signaticornis_Dolichopodidae_E,,Dolichopodidae,,,Medetera,signaticornis,
Medetera_muralis_Dolichopodidae_E,,Dolichopodidae,,,Medetera,muralis,
Medetera_belgica_Dolichopodidae_E,,Dolichopodidae,,,Medetera,belgica,
Medetera_parenti_Dolichopodidae_E,,Dolichopodidae,,,Medetera,parenti,
Medetera_sp_Pollet_0317_Dolichopodidae_E,,Dolichopodidae,,,Medetera,,Pollet_0317
Medetera_sp_CG_2012_Dolichopodidae_E,,Dolichopodidae,,,Medetera,,CG_2012
Dolichophorus_kerteszi_Dolichopodidae_E,,Dolichopodidae,,,Dolichophorus,kerteszi,
Thrypticus_smaragdinus_Dolichopodidae_E,,Dolichopodidae,,,Thrypticus,smaragdinus,
Thrypticus_tarsalis_Dolichopodidae_E,,Dolichopodidae,,,Thrypticus,tarsalis,
Medeterinae_sp_1_SNK_2009_Dolichopodidae_E,,Dolichopodidae,Medeterinae,,1_SNK_2009,,
Thinophilus_murphyi_Dolichopodidae_E,,Dolichopodidae,,,Thinophilus,murphyi,
Thinophilus_sp_6_SNK_2009_Dolichopodidae_E,,Dolichopodidae,,,Thinophilus,,6_SNK_2009
Thinophilus_sp_8_SNK_2009_Dolichopodidae_E,,Dolichopodidae,,,Thinophilus,,8_SNK_2009
Thinophilus_sp_2_SNK_2009_Dolichopodidae_E,,Dolichopodidae,,,Thinophilus,,2_SNK_2009
Thinophilus_sp_4_SNK_2009_Dolichopodidae_E,,Dolichopodidae,,,Thinophilus,,4_SNK_2009
Micromorphus_albipes_Dolichopodidae_E,,Dolichopodidae,,,Micromorphus,albipes,
Chrysotimus_molliculus_Dolichopodidae_E,,Dolichopodidae,,,Chrysotimus,molliculus,
Chrysotimus_flaviventris_Dolichopodidae_E,,Dolichopodidae,,,Chrysotimus,flaviventris,
Chrysotus_sp_Pollet_0305_Dolichopodidae_E,,Dolichopodidae,,,Chrysotus,,Pollet_0305
Chrysotus_laesus_Dolichopodidae_E,,Dolichopodidae,,,Chrysotus,laesus,
Chrysotus_suavis_Dolichopodidae_E,,Dolichopodidae,,,Chrysotus,suavis,
Chrysotus_blepharosceles_Dolichopodidae_E,,Dolichopodidae,,,Chrysotus,blepharosceles,
Chrysotus_gramineus_Dolichopodidae_E,,Dolichopodidae,,,Chrysotus,gramineus,
Chrysotus_neglectus_Dolichopodidae_E,,Dolichopodidae,,,Chrysotus,neglectus,
Chrysotus_femoratus_Dolichopodidae_E,,Dolichopodidae,,,Chrysotus,femoratus,
Chrysotus_pulchellus_Dolichopodidae_E,,Dolichopodidae,,,Chrysotus,pulchellus,
Chrysotus_cilipes_Dolichopodidae_E,,Dolichopodidae,,,Chrysotus,cilipes,
Chrysotus_miripalpus_Dolichopodidae_E,,Dolichopodidae,,,Chrysotus,miripalpus,
Chrysotus_sp_SNK_2009_Dolichopodidae_E,,Dolichopodidae,,,Chrysotus,,SNK_2009
Chrysotus_sp_Pollet_0302_Dolichopodidae_E,,Dolichopodidae,,,Chrysotus,,Pollet_0302
Phacaspis_mitis_Dolichopodidae_E,,Dolichopodidae,,,Phacaspis,mitis,
Diaphorus_oculatus_Dolichopodidae_E,,Dolichopodidae,,,Diaphorus,oculatus,
Diaphorus_sp_Pollet_0310_Dolichopodidae_E,,Dolichopodidae,,,Diaphorus,,Pollet_0310
Diaphorus_sp_Pollet_0311_Dolichopodidae_E,,Dolichopodidae,,,Diaphorus,,Pollet_0311
Diaphorus_maurus_Dolichopodidae_E,,Dolichopodidae,,,Diaphorus,maurus,
Asyndetus_latifrons_Dolichopodidae_E,,Dolichopodidae,,,Asyndetus,latifrons,
Diaphorus_nigricans_Dolichopodidae_E,,Dolichopodidae,,,Diaphorus,nigricans,
Asyndetus_sp_SNK_2009_Dolichopodidae_E,,Dolichopodidae,,,Asyndetus,,SNK_2009
Condylostylus_flavipes_Dolichopodidae_E,,Dolichopodidae,,,Condylostylus,flavipes,
Hybos_femoratus_Hybotidae_E,,Hybotidae,,,Hybos,femoratus,
Microphor_holosericeus_Empididae_E,,Empididae,,,Microphor,holosericeus,
Eothalassius_gracilis_Dolichopodidae_E,,Dolichopodidae,,,Eothalassius,gracilis,
Microphorella_malaysiana_Empididae_E,,Empididae,,,Microphorella,malaysiana,
Parathalassius_candidatus_Empididae_E,,Empididae,,,Parathalassius,candidatus,
Amphithalassius_latus_Empididae_E,,Empididae,,,Amphithalassius,latus,
Apystomyia_elinguis_Apystomyiidae_Ap,,Apystomyiidae,,,Apystomyia,elinguis,
Paraplatypeza_sp_Platypezidae_C,,Platypezidae,,,Paraplatypeza,,
Pipunculus_sp_Pipunculidae_C,,Pipunculidae,,,Pipunculus,,
Pipunculus_houghi_Pipunculidae_C,,Pipunculidae,,,Pipunculus,houghi,
Pherbellia_cinerella_Sciomyzidae_C,,Sciomyzidae,,,Pherbellia,cinerella,
Trichophthalma_sp_LRC_2002_Nemestrinidae_N,,Nemestrinidae,,,Trichophthalma,,LRC_2002
Trichophthalma_sp_SLW_2002_Nemestrinidae_N,,Nemestrinidae,,,Trichophthalma,,SLW_2002
Neorhynchocephalus_volaticus_Nemestrinidae_N,,Nemestrinidae,,,Neorhynchocephalus,volaticus,
Nemestrinus_aegyptiacus_Nemestrinidae_N,,Nemestrinidae,,,Nemestrinus,aegyptiacus,
Hirmoneura_sp_SLW_2006c_Nemestrinidae_N,,Nemestrinidae,,,Hirmoneura,,SLW_2006c
Hirmoneura_sp_MDT_2010_Nemestrinidae_N,,Nemestrinidae,,,Hirmoneura,,MDT_2010
Nemestrinidae_N_gen_sp_Nemestrinidae_N,,Nemestrinidae,,,,,
Acrocera_bulla_Acroceridae_N,,Acroceridae,,,Acrocera,bulla,
sphaerops_sp_SLW_2002_Acroceridae_N,,Acroceridae,,,sphaerops,,SLW_2002
Acrocera_orbicula_Acroceridae_N,,Acroceridae,,,Acrocera,orbicula,
Acrocera_sp_SLW_2002a_Acroceridae_N,,Acroceridae,,,Acrocera,,SLW_2002a
Acrocera_sp_SLW_2002b_Acroceridae_N,,Acroceridae,,,Acrocera,,SLW_2002b
Helle_longirostris_Acroceridae_N,,Acroceridae,,,Helle,longirostris,
Acroceridae_N_sp_New_Caledonia_Acroceridae_N,,Acroceridae,,,,,New_Caledonia
Parahelle_sp_SLW_2002_Acroceridae_N,,Acroceridae,,,Parahelle,,SLW_2002
Thyllis_philopotoides_Acroceridae_N,,Acroceridae,,,Thyllis,philopotoides,
Thyllis_splendens_Acroceridae_N,,Acroceridae,,,Thyllis,splendens,
Thyllis_crassa_Acroceridae_N,,Acroceridae,,,Thyllis,crassa,
Thyllis_sp_SLW_2002a_Acroceridae_N,,Acroceridae,,,Thyllis,,SLW_2002a
Terphis_sp_SLW_2002_Acroceridae_N,,Acroceridae,,,Terphis,,SLW_2002
Philopota_sp_SLW_2002b_Acroceridae_N,,Acroceridae,,,Philopota,,SLW_2002b
Megalybus_nr__pictus_SLW_2002_Acroceridae_N,,Acroceridae,,,Megalybus,,nr__pictus_SLW_2002
Holops_sp_SLW_2002_Acroceridae_N,,Acroceridae,,,Holops,,SLW_2002
Ogcodes_leptisoma_Acroceridae_N,,Acroceridae,,,Ogcodes,leptisoma,
Ogcodes_sp_LRC_2002_Acroceridae_N,,Acroceridae,,,Ogcodes,,LRC_2002
Ogcodes_sp_SLW_2002_Acroceridae_N,,Acroceridae,,,Ogcodes,,SLW_2002
Ogcodes_basalis_Acroceridae_N,,Acroceridae,,,Ogcodes,basalis,
Ogcodes_canadensis_Acroceridae_N,,Acroceridae,,,Ogcodes,canadensis,
Ogcodes_fumatus_Acroceridae_N,,Acroceridae,,,Ogcodes,fumatus,
Psilodera_affinis_Acroceridae_N,,Acroceridae,,,Psilodera,affinis,
Pterodontia_sp_SLW_2002_Acroceridae_N,,Acroceridae,,,Pterodontia,,SLW_2002
Ocnaea_sp_SLW_2002c_Acroceridae_N,,Acroceridae,,,Ocnaea,,SLW_2002c
Ocnaea_sp_SLW_2002b_Acroceridae_N,,Acroceridae,,,Ocnaea,,SLW_2002b
Ocnaea_sp_SLW_2002a_Acroceridae_N,,Acroceridae,,,Ocnaea,,SLW_2002a
Archipialea_sp_SLW_2002_Acroceridae_N,,Acroceridae,,,Archipialea,,SLW_2002
Arrhynchus_penai_Acroceridae_N,,Acroceridae,,,Arrhynchus,penai,
Arrhynchus_nr_vittatus_SLW_200_Acroceridae_N2,,Acroceridae,,,Arrhynchus,,nr_vittatus_SLW_200
Apsona_muscaria_Acroceridae_N,,Acroceridae,,,Apsona,muscaria,
Astomella_sp_SLW2002_Acroceridae_N,,Acroceridae,,,Astomella,,SLW2002
Eulonchus_sp_SLW2002c_Acroceridae_N,,Acroceridae,,,Eulonchus,,SLW2002c
Eulonchus_marialiciae_Acroceridae_N,,Acroceridae,,,Eulonchus,marialiciae,
Eulonchus_smaragdinus_Acroceridae_N,,Acroceridae,,,Eulonchus,smaragdinus,
Lasia_sp_SLW_2002c_Acroceridae_N,,Acroceridae,,,Lasia,,SLW_2002c
Lasia_sp_SLW_2002a_Acroceridae_N,,Acroceridae,,,Lasia,,SLW_2002a
Lasia_sp_SLW_2002d_Acroceridae_N,,Acroceridae,,,Lasia,,SLW_2002d
Lasia_carbonanicus_Acroceridae_N,,Acroceridae,,,Lasia,carbonanicus,
Turbopsebius_sp_SLW_2006_Acroceridae_N,,Acroceridae,,,Turbopsebius,,SLW_2006
Paracyrtus_sp_SLW_2002_Acroceridae_N,,Acroceridae,,,Paracyrtus,,SLW_2002
Turbopsebius_diligens_Acroceridae_N,,Acroceridae,,,Turbopsebius,diligens,
Turbopsebius_sp_SLW_2002_Acroceridae_N,,Acroceridae,,,Turbopsebius,,SLW_2002
Bolbomyia_nana_Bolbomyiidae_T,,Bolbomyiidae,,,Bolbomyia,nana,
Rhagio_mystaceus_Rhagionidae_T,,Rhagionidae,,,Rhagio,mystaceus,
Rhagio_hirtus_Rhagionidae_T,,Rhagionidae,,,Rhagio,hirtus,
Vermilio_opacus_Vermileonidae_V,,Vermileonidae,,,Vermilio,opacus,
Vermileo_opacus_Vermileonidae_V,,Vermileonidae,,,Vermileo,opacus,
Leptynoma_hessei_Vermileonidae_V,,Vermileonidae,,,Leptynoma,hessei,
Vermileo_sp_PHK_2006_Vermileonidae_V,,Vermileonidae,,,Vermileo,,PHK_2006
Atherimorpha_nemoralis_Rhagionidae_T,,Rhagionidae,,,Atherimorpha,nemoralis,
Atherimorpha_atrifemur_Rhagionidae_T,,Rhagionidae,,,Atherimorpha,atrifemur,
Atherimorpha_sp_3_PHK_Rhagionidae_T,,Rhagionidae,,,Atherimorpha,,3_PHK
Atherimorpha_sp_2_PHK_Rhagionidae_T,,Rhagionidae,,,Atherimorpha,,2_PHK
Atherimorpha_vernalis_Rhagionidae_T,,Rhagionidae,,,Atherimorpha,vernalis,
Arthroteles_cinerea_Rhagionidae_T,,Rhagionidae,,,Arthroteles,cinerea,
Austroleptis_rhyphoides_Austroleptidae_T,,Austroleptidae,,,Austroleptis,rhyphoides,
Austroleptis_collessi_Austroleptidae_T,,Austroleptidae,,,Austroleptis,collessi,
Austroleptis_multimaculatus_Austroleptidae_T,,Austroleptidae,,,Austroleptis,multimaculatus,
Ptiolina_fasciata_Rhagionidae_T,,Rhagionidae,,,Ptiolina,fasciata,
Arthroceras_fulvicorne_Rhagionidae_T,,Rhagionidae,,,Arthroceras,fulvicorne,
Chrysopilus_sp_3_PHK_2006_Rhagionidae_T,,Rhagionidae,,,Chrysopilus,,3_PHK_2006
Chrysopilus_sp_2_PHK_2006_Rhagionidae_T,,Rhagionidae,,,Chrysopilus,,2_PHK_2006
Chrysopilus_rhagiodes_Rhagionidae_T,,Rhagionidae,,,Chrysopilus,rhagiodes,
Chrysopilus_quadratus_Rhagionidae_T,,Rhagionidae,,,Chrysopilus,quadratus,
Ptiolina_sp_PHK_2011_Rhagionidae_T,,Rhagionidae,,,Ptiolina,,PHK_2011
Symphoromyia_sp_PHK_2006_Rhagionidae_T,,Rhagionidae,,,Symphoromyia,,PHK_2006
Symphoromyia_hirta_Rhagionidae_T,,Rhagionidae,,,Symphoromyia,hirta,
Symphoromyia_sp_SLB_2003_Rhagionidae_T,,Rhagionidae,,,Symphoromyia,,SLB_2003
spaniopsis_clelandi_Rhagionidae_T,,Rhagionidae,,,spaniopsis,clelandi,
spaniopsis_longicornis_Rhagionidae_T,,Rhagionidae,,,spaniopsis,longicornis,
Lilaea_Lilaea_fuliginosa_Tabanidae_T,,Tabanidae,,,Lilaea,fuliginosa,
Adersia_oestroides_Tabanidae_T,,Tabanidae,,,Adersia,oestroides,
