family,genus,Habitat,habitat_cat1,habitat_cat2,source,species notes,updated_genus,Open Tree Taxonomy Family,Family matches,Open Tree Taxonomy ID,NCBI ID
Muscidae,Philornis,nests,nest,nest,ferrar,,Philornis,Muscidae,TRUE,842738,253427
Muscidae,Potamia,"dung, fungi, nests, sap, wooddecomp",,multi,ferrar,,Potamia,Muscidae,TRUE,558828,559704
Mycetophilidae,Bolitophila,fungi,fungi,decomp,madwarBiologyMorphologyImmature1937,,Bolitophila,Mycetophilidae,TRUE,148805,52718
Mycetophilidae,Brachypeza,fungi,fungi,decomp,madwarBiologyMorphologyImmature1937,,Brachypeza,Mycetophilidae,TRUE,4496037,2326774
Mycetophilidae,Centrocnemis,"wooddecomp, hard logs",,decomp,madwarBiologyMorphologyImmature1937,,Australosymmerus,Ditomyiidae,FALSE,4525150,
Mycetophilidae,Ceroplatus,fungi,fungi,decomp,madwarBiologyMorphologyImmature1937,,Ceroplatus,Keroplatidae,FALSE,7848217,
Mycetophilidae,Delopsis,,,,,aka mycetophila,Epicypta,Mycetophilidae,TRUE,1033943,397117
Mycetophilidae,Diadocidia,damp wood,wood,decomp,madwarBiologyMorphologyImmature1937,,Diadocidia,Diadocidiidae,FALSE,40344,560721
Mycetophilidae,Ditomyia,fungi,fungi,decomp,madwarBiologyMorphologyImmature1937,,Ditomyia,Ditomyiidae,FALSE,4525128,1520322
Mycetophilidae,Exechia,fungi,fungi,decomp,jakovlevFungusGnatsDiptera2008,also wood: dorsalis and parva,Exechia,Mycetophilidae,TRUE,983555,397139
Mycetophilidae,Leptomorphus,muccus tube,,misc,madwarBiologyMorphologyImmature1937,,Leptomorphus,Mycetophilidae,TRUE,936210,560729
Mycetophilidae,Mycetophila,"wooddecomp, fungi, soil",,decomp,jakovlevFungusGnatsDiptera2008,species details page 12 of reference,Mycetophila,Mycetophilidae,TRUE,610241,397146
Mycetophilidae,Mycomya,"soil, wooddecomp, fungi",,decomp,jakovlevFungusGnatsDiptera2008,aka mycomyia. species details on pdf page 9 of reference,Mycomya,Mycetophilidae,TRUE,155023,608706
Mycetophilidae,Noempheria,,,,,,Neoempheria,Mycetophilidae,TRUE,1027685,608686
Mycetophilidae,Phronia,"wooddecomp, fungi",,decomp,jakovlevFungusGnatsDiptera2008,"tiefii and forcipata fungi, strenua fungi and wooddecomp",Phronia,Mycetophilidae,TRUE,1033945,397119
Mycetophilidae,Sciophila,fungi,fungi,decomp,jakovlevFungusGnatsDiptera2008,species details page 10 of reference,Sciophila,Mycetophilidae,TRUE,482088,1085959
Mycetophilidae,Symmerus,fungi,fungi,decomp,madwarBiologyMorphologyImmature1937,,Symmerus,Mycetophilidae,TRUE,885123,560780
Mycetophilidae,Trichonta,"wooddecomp, fungi",,decomp,jakovlevFungusGnatsDiptera2008,species details page 13 reference,Trichonta,Mycetophilidae,TRUE,457609,397122
Mydidae,Mydas,wooddecomp,wood,decomp,genungBiologicalEcologicalObservations1959,,Mydas,Mydidae,TRUE,356516,186100
Mystacinobiidae,Mystacinobia,nest,nest,nest,ferrar,,Mystacinobia,Mystacinobiidae,TRUE,606363,81694
Nemestrinidae,Hirmoneura,predacious,carn,animal,bernardiGeneraFamilyNemestrinidae1973,,Hirmoneura,Nemestrinidae,TRUE,69448,388531
Nemestrinidae,Symmictus,endopar,endo,internal,https://link.springer.com/chapter/10.1007/978-981-10-8687-8_23,,,,FALSE,,
Nemestrinidae,Trichopsidea,acridiophagous,carn,animal,bernardiGeneraFamilyNemestrinidae1973,,Trichopsidea,Nemestrinidae,TRUE,4331618,
Neottiophilidae,Neottiophilum,ectopar,ecto,animal,krivosheinaDipteraNestsFieldfare2018,,Neottiophilum,Piophilidae,FALSE,4409783,
Neriidae,Odontoloxozus,veg,veg,plant,wiegmannEpisodicRadiationsFly2011,,Odontoloxozus,Neriidae,TRUE,350366,588320
Neriidae,Telostylinus,veg,veg,plant,wiegmannEpisodicRadiationsFly2011,,Telostylinus,Neriidae,TRUE,958415,1262347
Neurochaetidae,Neurochaeta,"araceae, aquatic",,multi,ferrar,,Neurochaeta,Neurochaetidae,TRUE,300556,716624
Nycteribiidae,Basilia,macrolarviparous,vivip,internal,ferrar,,Basilia,Nycteribiidae,TRUE,702087,170889
Nycteribiidae,Penicillidia,macrolarviparous,vivip,internal,ferrar,,Penicillidia,Nycteribiidae,TRUE,166505,81721
Nymphalidae,Phryne,macrolarviparous,vivip,internal,ferrar,,Sylvicola,Anisopodidae,FALSE,48220,52753
Nymphomyiidae,Nymphomyia,aquatic,,aquatic,wiegmannEpisodicRadiationsFly2011,,Nymphomyia,Nymphomyiidae,TRUE,1037378,560766
Nymphomyiidae,Palaeodipteron,aquatic,,aquatic,wiegmannEpisodicRadiationsFly2011,,Palaeodipteron,Nymphomyiidae,TRUE,4479777,
Odiniidae,Neoalticomerus,"wood, wooddecomp, secondary inhabitants of tunnels by coleoptera and lepidoptera",wood,decomp,ferrar,,Neoalticomerus,Odiniidae,TRUE,300551,716622
Odiniidae,Odinia,"wood, wooddecomp, secondary inhabitants of tunnels by coleoptera and lepidoptera",wood,decomp,ferrar,,Odinia,Odiniidae,TRUE,195843,414302
Oesteridae,Cehpalopina,endopar,endo,internal,ferrar,,,,FALSE,,
Oesteridae,Cephenemyia,endopar,endo,internal,ferrar,,Cephenemyia,Oestridae,FALSE,825503,170894
Oesteridae,Crivellia,endopar,endo,internal,ferrar,,Przhevalskiana,Oestridae,FALSE,163751,123746
Oesteridae,Gasterophilus,endopar,endo,internal,ferrar,,Gasterophilus,Oestridae,FALSE,88110,84524
Oesteridae,Oestrus,endopar,endo,internal,ferrar,,Oestrus,Oestridae,FALSE,582017,123736
Oesteridae,Pallasiomyia,endopar,endo,internal,ferrar,,Pallasiomyia,Oestridae,FALSE,4374078,
Oestridae,Cephalopina,endopar,endo,internal,ferrar,,Cephalopina,Oestridae,TRUE,4374088,
Oestridae,Dermatobia,endopar,endo,internal,ferrar,,Dermatobia,Oestridae,TRUE,358237,115426
Oestridae,Gedoelstia,endopar,endo,internal,ferrar,,Gedoelstia,Oestridae,TRUE,4374066,
Oestridae,Gyrostigma,endopar,endo,internal,ferrar,,Gyrostigma,Oestridae,TRUE,4374100,2555504
Oestridae,Hypoderma,endopar,endo,internal,ferrar,,Hypoderma,Oestridae,TRUE,334370,7388
Oestridae,Kirkioestrus,endopar,endo,internal,ferrar,,Kirkioestrus,Oestridae,TRUE,4374063,
Oestridae,Neocutereba,endopar,endo,internal,ferrar,,Neocuterebra,Oestridae,TRUE,4374074,
Oestridae,Ochotonia,endopar,endo,internal,ferrar,,Ochotonia,Oestridae,TRUE,4374053,
Oestridae,Ochtonia,endopar,endo,internal,ferrar,,,,FALSE,,
Oestridae,Oedemagena,endopar,endo,internal,ferrar,,,,FALSE,,
Oestridae,Oestroderma,endopar,endo,internal,ferrar,,Oestroderma,Oestridae,TRUE,4374082,
Oestridae,Oestromyia,endopar,endo,internal,ferrar,,Oestromyia,Oestridae,TRUE,648,170913
Oestridae,Pavlovskiata,endopar,endo,internal,ferrar,,Pavlovskiata,Oestridae,TRUE,4374076,
Oestridae,Pharyngobolus,endopar,endo,internal,ferrar,,Pharyngobolus,Oestridae,TRUE,4374049,
Oestridae,Portschinskia,endopar,endo,internal,ferrar,,Portschinskia,Oestridae,TRUE,4374111,
Oestridae,Portschinskia,endopar,endo,internal,ferrar,,Portschinskia,Oestridae,TRUE,4374111,
Oestridae,Przhevalskiana,endopar,endo,internal,ferrar,,Przhevalskiana,Oestridae,TRUE,163751,123746
Oestridae,Rhinoestrus,endopar,endo,internal,ferrar,,Rhinoestrus,Oestridae,TRUE,188205,204922
Oestridae,Strobiloestrus,endopar,endo,internal,ferrar,,Strobiloestrus,Oestridae,TRUE,4374035,
Oestridae,Tracheomyia,endopar,endo,internal,ferrar,,Tracheomyia,Oestridae,TRUE,4374051,
Omphralidae,Omphrale,nest crawl,nest,nest,woodroffeEcologicalStudyInsects2009,aka Scenopinus,Scenopinus,Scenopinidae,FALSE,942052,247599
Opomyzidae,Geomyza,veg,veg,plant,wiegmannEpisodicRadiationsFly2011,,Geomyza,Opomyzidae,TRUE,434538,305619
Opomyzidae,Opomyza,veg,veg,plant,wiegmannEpisodicRadiationsFly2011,,Opomyza,Opomyzidae,TRUE,365223,716643
Oreoleptidae,Oreoleptis,aquatic,,aquatic,wiegmannEpisodicRadiationsFly2011,,Oreoleptis,Oreoleptidae,TRUE,769462,1262318
Otitidae,Delphinia,"vegdecomp, refuse",,decomp,ferrar,,Delphinia,Ulidiidae,FALSE,404245,43369
Otitidae,Eumetopiella,"veg, grass inflorescences",veg,plant,ferrar,,Eumetopiella,Ulidiidae,FALSE,4409391,
Otitidae,Euxesta,"vegdecomp, veg, dung, wood",,multi,ferrar,,Euxesta,Ulidiidae,FALSE,804871,286468
Otitidae,Tetanops,"veg, vegdecomp",,multi,ferrar,"luridipennis vegdecomp, myopaefornis living roots, myopinus living plant material",Tetanops,Ulidiidae,FALSE,129040,454640
Pachyneuridae,Cramptonomyia,wood mesic,wood,decomp,dudleySurveyInvertebratesAssociated1982a,,Cramptonomyia,Pachyneuridae,TRUE,519529,209688
Pachyneuridae,Pachyneura,"wooddecomp dry, wood",wood,decomp,paramonovPachyneuridaeDipteraNew2016,,Pachyneura,Pachyneuridae,TRUE,4497402,1588165
Pallopteridae,Palloptera,veg,veg,plant,wiegmannEpisodicRadiationsFly2011,,Palloptera,Pallopteridae,TRUE,179843,286498
Pantophthalmidae,Pantothalmus,veg,veg,plant,wiegmannEpisodicRadiationsFly2011,,,,FALSE,,
Pediciidae,Dicranota,aquatic,,aquatic,kolcsarPediciidaeLarvaeInsecta2010,,Dicranota,Pediciidae,TRUE,802093,700836
Pediciidae,Pedicia,aquatic,,aquatic,kolcsarPediciidaeLarvaeInsecta2010,,Pedicia,Pediciidae,TRUE,477633,472374
Pediciidae,Tricyphona,aquatic,,aquatic,kolcsarPediciidaeLarvaeInsecta2010,,Tricyphona,Pediciidae,TRUE,328566,700863
Pelecorhynchidae,Glutops,"woodbore, aquatic",,multi,dudleySurveyInvertebratesAssociated1982,,Glutops,Pelecorhynchidae,TRUE,1039054,124309
Periscelididae,Periscelis,sap,sap,sap,ferrar,,Periscelis,Periscelididae,TRUE,415192,716628
Periscelididae,Stenomicra,sap,sap,sap,ferrar,,Stenomicra,Aulacigastridae,FALSE,940833,716630
Phaeomyiidae,Pelidnoptera,endopar,endo,internal,wiegmannEpisodicRadiationsFly2011,,Pelidnoptera,Sciomyzidae,FALSE,751820,1096074
Phoridae,Anevrina,carrion,carrion,decomp,krivokhatskyAssemblagesDipteransDiptera2007,,Anevrina,Phoridae,TRUE,335974,92526
Phoridae,Apocephalus,endopar,endo,internal,ferrar,,Apocephalus,Phoridae,TRUE,293294,117252
Phoridae,Borophaga,endopar,endo,internal,darcy-burtBibionidsDipteraBibionidae1991,,Borophaga,Phoridae,TRUE,486865,712093
Phoridae,Chonocephalus,"vegdecomp, wooddecomp",,decomp,ferrar,,Chonocephalus,Phoridae,TRUE,335968,92528
Phoridae,Clitelloxenia,"termite nests, fungi",,multi,dupontReviewTermitophilousOther2009,,Clitelloxenia,Phoridae,TRUE,860668,92530
Phoridae,Diplonerva,"dead insects, fungi, sewage, scavenging in wasm nests",,multi,ferrar,"armipes: dead insects. pilosella: injured earthworm. cocinna"" fungus. pilosella nitidula: sewage. concinna funebris: scavenging in wasp nests",Diplonevra,Phoridae,TRUE,860664,92534
Phoridae,Dorniphora,sewage,,decomp,disneyLarvae1994,,,,FALSE,,
Phoridae,Gymnoptera,"decaying shellfish, hymenoptera nests",,multi,ferrar,molluscovora: decaying shellfish,Gymnoptera,Phoridae,TRUE,4349684,
Phoridae,Hypocera,fungi,fungi,decomp,disneyLarvae1994,,Hypocera,Phoridae,TRUE,669155,940227
Phoridae,Javanoxenia,"fungi, termite nests",,multi,https://web-p-ebscohost-com.proxy.uchicago.edu/ehost/pdfviewer/pdfviewer?vid=3&sid=e15b1a44-3ffb-4402-91de-6174beb365e5%40redis,,Javanoxenia,Phoridae,TRUE,4350027,
Phoridae,Megaselia,"fungi, endopar, vegdecomp, dung, animaldecomp",,multi,ferrar,More info in Robinson 1971 cited in ferrar,Megaselia,Phoridae,TRUE,436666,36165
Phoridae,Misotermes,endopar,endo,internal,ferrar,,Misotermes,Phoridae,TRUE,4349569,
Phoridae,Nothomicrodon,endopar,endo,internal,perez-lachaudRediscoveryReclassificationDipteran2017,sometimes placed in syrphidae,Nothomicrodon,Syrphidae,FALSE,4359056,1857748
Phoridae,Pseudacteon,endopar,endo,internal,ferrar,,Pseudacteon,Phoridae,TRUE,199239,378799
Phoridae,Pseudohypocera,dead bees,carrion,decomp,ferrar,,Pseudohypocera,Phoridae,TRUE,4348879,
Phoridae,Termitostroma,fungi,fungi,decomp,disneyLarvae1994,,Termitostroma,Phoridae,TRUE,4349688,
Phoridae,Triphleba,"scavenge in wasp nests, fungi, carrion, sewage, dung",,multi,ferrar,"lugubris: scavenge in wasp nests. minuta and trinervis: fungi. nudipalpis: carrion, sewage. aangricola: dung.",Triphleba,Phoridae,TRUE,707871,92553
Piophilidae,Centrophlebomyia,carrion,carrion,decomp,ferrar,,Centrophlebomyia,Piophilidae,TRUE,4409802,1603419
Piophilidae,Lasiopiophila,carrion,carrion,decomp,vegaImmatureStagesNecrophagous2014,,Lasiopiophila,Piophilidae,TRUE,4409730,1790233
Piophilidae,Liopiophila,"carrion, vegdecomp",,decomp,ferrar,,Liopiophila,Piophilidae,TRUE,4409792,1603421
Piophilidae,Neottiophilum,birds nests,nest,nest,tetriphid book,,Neottiophilum,Piophilidae,TRUE,4409783,
Piophilidae,Piophila,"decomp, endopar",,multi,tetriphid book,,Piophila,Piophilidae,TRUE,713613,53709
Pipunculidae,Chalarus,endopar,endo,internal,wiegmannEpisodicRadiationsFly2011,,Chalarus,Pipunculidae,TRUE,739536,115250
Pipunculidae,Nephrocerus,endopar,endo,internal,wiegmannEpisodicRadiationsFly2011,,Nephrocerus,Pipunculidae,TRUE,214324,115303
Pipunculidae,Pipunculus,endopar,endo,internal,wiegmannEpisodicRadiationsFly2011,,Pipunculus,Pipunculidae,TRUE,712787,240898
Pipunculidae,Verrallia,endopar,endo,internal,wiegmannEpisodicRadiationsFly2011,,Verrallia,Pipunculidae,TRUE,4627,115333
Platypezidae,Agathomyia,fungi,fungi,decomp,ferrar,,Agathomyia,Platypezidae,TRUE,1011662,226141
Platypezidae,Bertamyia,fungi,fungi,decomp,ferrar,,Bertamyia,Platypezidae,TRUE,4350490,1445832
Platypezidae,Callomyia,fungi,fungi,decomp,ferrar,,Callomyia,Platypezidae,TRUE,487006,712098
Platypezidae,Kesselimyia,fungi,fungi,decomp,ferrar,,Kesselimyia,Platypezidae,TRUE,4350545,1445844
Platypezidae,Orthovena,fungi,fungi,decomp,ferrar,,,,FALSE,,
Platypezidae,Paraplatypeza,fungi,fungi,decomp,ferrar,,Paraplatypeza,Platypezidae,TRUE,652770,192442
Platypezidae,Platypeza,fungi,fungi,decomp,ferrar,,Platypeza,Platypezidae,TRUE,344293,289241
Platypezidae,Polyporivora,fungi,fungi,decomp,ferrar,,Polyporivora,Platypezidae,TRUE,4350474,1445854
Platystomatidae,Platystoma,"decomp, carrion",,decomp,Aluja2000FruitFliesTephritidae,,Platystoma,Platystomatidae,TRUE,977784,286504
Platystomatidae,Rivellia,veg,veg,plant,wiegmannEpisodicRadiationsFly2011,,Rivellia,Platystomatidae,TRUE,430301,28633
Platystomatidae,Schotlastes,veg,veg,plant,wiegmannEpisodicRadiationsFly2011,,Scholastes,Platystomatidae,TRUE,4407260,1902237
Psilidae,Chyliza,veg,veg,plant,wiegmannEpisodicRadiationsFly2011,,Chyliza,Psilidae,TRUE,940823,716634
Psilidae,Loxocera,veg,veg,plant,wiegmannEpisodicRadiationsFly2011,,Loxocera,Psilidae,TRUE,816775,34684
Psilidae,Psila,veg,veg,plant,wiegmannEpisodicRadiationsFly2011,,Psila,Psilidae,TRUE,4426167,305548
Psychodidae,Clogmia,aquatic,,aquatic,wiegmannEpisodicRadiationsFly2011,,Clogmia,Psychodidae,TRUE,784658,85119
Psychodidae,Lutzomyia,aquatic,,aquatic,wiegmannEpisodicRadiationsFly2011,,Lutzomyia,Psychodidae,TRUE,369394,7199
Psychodidae,Maruina,aquatic,,aquatic,wiegmannEpisodicRadiationsFly2011,,Maruina,Psychodidae,TRUE,776582,1144738
Psychodidae,Pericoma,aquatic,,aquatic,wiegmannEpisodicRadiationsFly2011,,Pericoma,Psychodidae,TRUE,464046,1148481
Psychodidae,Pericoma,aquatic,,aquatic,wiegmannEpisodicRadiationsFly2011,,Pericoma,Psychodidae,TRUE,464046,1148481
Psychodidae,Psychoda,aquatic,,aquatic,wiegmannEpisodicRadiationsFly2011,,Psychoda,Psychodidae,TRUE,555809,7201
Psychodidae,Psychodes,aquatic,,aquatic,wiegmannEpisodicRadiationsFly2011,,Psychoda,Psychodidae,TRUE,555809,7201
Psychodidae,Trichomyia,aquatic,,aquatic,wiegmannEpisodicRadiationsFly2011,,Trichomyia,Psychodidae,TRUE,4517592,560271
Ptychopteridae,Bittacomorpha,aquatic,,aquatic,wiegmannEpisodicRadiationsFly2011,,Bittacomorpha,Ptychopteridae,TRUE,951315,79307
Ptychopteridae,Ptychoptera,aquatic,,aquatic,wiegmannEpisodicRadiationsFly2011,,Ptychoptera,Ptychopteridae,TRUE,1096888,209691
Pyrgotidae,Lochmostylia,larviparity,vivip,internal,meierOvoviviparityViviparityDiptera1999,,Lochmostylia,Ctenostylidae,FALSE,4408473,
Rhagionidae,Chrysopilus,wooddecomp,wood,decomp,https://www.natureincambridgeshire.org.uk/volumes/nature-in-cambs-vol-48-2006.pdf#page=56,,Chrysopilus,Rhagionidae,TRUE,536480,124301
Rhagionidae,Litoleptis,miner,miner,plant,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0165808#pone.0165808.ref022,,Litoleptis,Rhagionidae,TRUE,4449538,1842030
Rhagionidae,Ptiolina,soil,soil,decomp,https://academic.oup.com/jme/article-abstract/19/1/104/2219936,,Ptiolina,Rhagionidae,TRUE,588070,124325
Rhagionidae,Rhagio,moist leaf litter,,decomp,https://zslpublications.onlinelibrary.wiley.com/doi/epdf/10.1111/j.1469-7998.1969.tb08453.x,,Rhagio,Rhagionidae,TRUE,588066,124327
Rhagionidae,Spania,miner,miner,plant,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0165808#pone.0165808.ref022,,Spania,Rhagionidae,TRUE,4449483,1559498
Rhagionidae,Vermileo,sand,soil,decomp,Leonard1930RevisionDipterousFamily,,Vermileo,Vermileonidae,FALSE,15488,124333
Rhinoophoridae,Paykullia,endopar,endo,internal,ferrar,,Paykullia,Rhinophoridae,FALSE,264525,559695
Rhinophoridae,Melanophora,endopar,endo,internal,ferrar,,Melanophora,Rhinophoridae,TRUE,4369535,1606787
Rhinophoridae,Phyto,endopar,endo,internal,ferrar,,Phyto,Rhinophoridae,TRUE,21720,1262320
Rhinophoridae,Rhinophora,endopar,endo,internal,ferrar,,Rhinophora,Rhinophoridae,TRUE,259125,670625
Rhinophoridae,Stevenia,endopar,endo,internal,ferrar,,Stevenia,Rhinophoridae,TRUE,259121,670627
Rhinophoridae,Tricogena,endopar,endo,internal,ferrar,,Tricogena,Rhinophoridae,TRUE,4369511,1606792
Rhinotoridae,Cairnsimyia,endopar,endo,internal,ferrar,,Cairnsimyia,Heleomyzidae,FALSE,4400618,
Ropalomeridae,Romalomera,endopar,endo,internal,ferrar,,Ropalomera,Sepsidae,FALSE,4522003,
Sarcophagidae,Blaesoxipha,endopar,endo,internal,ferrar,,Blaesoxipha,Sarcophagidae,TRUE,890840,128953
Sarcophagidae,Boettcherisca,carrion,carrion,decomp,https://resjournals.onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2311.1989.tb00964.x,,Boettcherisca,Sarcophagidae,TRUE,334375,7382
Sarcophagidae,Cistudinomyia,wound myiasis,ecto,animal,ferrar,,Cistudinomyia,Sarcophagidae,TRUE,4373898,2173397
Sarcophagidae,Craticulina,wasp nests,nest,nest,https://journals.co.za/doi/epdf/10.10520/AJA00128789_2384,,Craticulina,Sarcophagidae,TRUE,4372904,2021509
Sarcophagidae,Cuculomyia,carrion,carrion,decomp,https://www.scielo.br/j/rbent/a/PmzVF7pFbTbsqcyGZ8mr5zL/?lang=en,aka titanogrypa,,,FALSE,,
Sarcophagidae,Heteronychia,snail pred,carn,animal,https://www.researchgate.net/profile/Daniel-Whitmore/publication/344451949_First_records_of_Sarcophaga_Heteronychia_bulgarica_Enderlein_Diptera_Sarcophagidae_from_Great_Britain/links/5f771300a6fdcc0086506a3d/First-records-of-Sarcophaga-Heteronychia-bulgarica-Enderlein-Diptera-Sarcophagidae-from-Great-Britain.pdf,,Heteronychia,Sarcophagidae,TRUE,7227047,561784
Sarcophagidae,Parasarcophaga,"dung, endopar",,multi,ferrar,serica: dung. harpax: endopar,Parasarcophaga,Sarcophagidae,TRUE,493338,236854
Sarcophagidae,Pessoamyia,endopar,endo,internal,https://resjournals.onlinelibrary.wiley.com/doi/full/10.1111/j.1365-2311.2003.00562.x,aka Emblemasoma,,,FALSE,,
Sarcophagidae,Sarcophaga,"carrion, pred, endopar",,multi,ferrar,,Sarcophaga,Sarcophagidae,TRUE,334388,7384
Sarcophagidae,Senotainia,endopar,endo,internal,ferrar,,Senotainia,Tachinidae,FALSE,991463,179787
Sarcophagidae,Sphecapatoclea,unknown,,,szpilaFirstDescriptionFirst2017,,Sphecapatoclea,Sarcophagidae,TRUE,4372479,2021595
Sarcophagidae,Sphecapatodes,unknown,,,szpilaFirstDescriptionFirst2017,,Sphecapatodes,Sarcophagidae,TRUE,4373381,2021536
Sarcophagidae,Wohlfahrtia,"endopar, saprophagous",,multi,ferrar,"magnifica: myiasis of orifaces. vigil: endopar. nuba: endopar, carrion",Wohlfahrtia,Sarcophagidae,TRUE,316407,128961
Scathophagidae,Cleigastra,galls made by other insects,gall,plant,ferrar,,Cleigastra,Scathophagidae,TRUE,1081089,113167
Scathophagidae,Cordilura,vegbore,,plant,ferrar,,Cordilura,Scathophagidae,TRUE,606779,113132
Scathophagidae,Hydromyza,"vegbore, aquatic",,multi,ferrar,,Hydromyza,Scathophagidae,TRUE,504442,113174
Scathophagidae,Norellia,miner,miner,plant,ferrar,,Norellia,Scathophagidae,TRUE,554661,113119
Scathophagidae,Orthacheta,vegdecomp,veg_decomp,decomp,ferrar,,Orthacheta,Scathophagidae,TRUE,238757,113181
Scathophagidae,Parallelomma,miner,miner,plant,ferrar,,Parallelomma,Scathophagidae,TRUE,7841120,
Scathophagidae,Scathophaga,"dung, moist seaweed",,multi,ferrar,"dung: furcata, scybalaria, stercoraria, suilla. seaweed: calida, litorea",Scathophaga,Scathophagidae,TRUE,557403,95462
Scatopsidae,Scatopse,dung,dung,decomp,laurenceLarvalInhabitantsCow1954,,Scatopse,Scatopsidae,TRUE,4458439,1520324
Scatopside,Rhexoza,wood,wood,decomp,krivosheinaTaxonomicCompositionDendrobiontic2006,,Rhexoza,Scatopsidae,FALSE,4458154,
Scenopinidae,Scenopinus,fungi,fungi,decomp,krivosheinaMacromyceteFruitBodies2008,,Scenopinus,Scenopinidae,TRUE,942052,247599
Sciadoceridae,Sciadocera,carrion,carrion,decomp,appletonHabitatSeasonalEffects1993,,Sciadocera,Sciadoceridae,TRUE,468442,192453
Sciaridae,Bradysia,veg,veg,plant,wiegmannEpisodicRadiationsFly2011,,Bradysia,Sciaridae,TRUE,42519,35571
Sciaridae,Corynoptera,veg,veg,plant,wiegmannEpisodicRadiationsFly2011,,Corynoptera,Sciaridae,TRUE,175518,1260849
Sciaridae,Phorodonta,veg,veg,plant,wiegmannEpisodicRadiationsFly2011,,Phorodonta,Sciaridae,TRUE,4491718,
Sciaridae,Pnyxia,veg,veg,plant,wiegmannEpisodicRadiationsFly2011,,Pnyxia,Sciaridae,TRUE,4491915,1781626
Sciaridae,Sciara,veg,veg,plant,wiegmannEpisodicRadiationsFly2011,,Sciara,Sciaridae,TRUE,90832,82677
Sciomyzidae,Antichaeta,mollusc eggs,carn,animal,ferrar,,Anticheta,Sciomyzidae,TRUE,312888,1096047
Sciomyzidae,Coremacera,"terrestrial, possibly endopar",,,ferrar,,Coremacera,Sciomyzidae,TRUE,1098577,1226614
Sciomyzidae,Eulimnia,aquatic,,aquatic,ferrar,,Eulimnia,Sciomyzidae,TRUE,4397282,
Sciomyzidae,Hedria,aquatic,,aquatic,ferrar,,Hedria,Sciomyzidae,TRUE,20076,320941
Sciomyzidae,Ilione,"veg, aquatic",,multi,gormallyNotesLarvalHabitat1987,,Ilione,Sciomyzidae,TRUE,757165,1096072
Sciomyzidae,Knutsonia,aquatic,,aquatic,ferrar,,Ilione,Sciomyzidae,TRUE,757165,1096072
Sciomyzidae,Neolimnia,"aquatic, terrestrial, possibly endopar",,multi,ferrar,,Neolimnia,Sciomyzidae,TRUE,1053076,1262312
Sciomyzidae,Psacadina,aquatic,,aquatic,ferrar,,Psacadina,Sciomyzidae,TRUE,467914,1096078
Sciomyzidae,Pteromicra,aquatic,,aquatic,speightParagusConstrictusPteromicra1995,,Pteromicra,Sciomyzidae,TRUE,572032,1226622
Sciomyzidae,Sciomyza,endopar,endo,internal,ferrar,,Sciomyza,Sciomyzidae,TRUE,111366,320936
Sciomyzidae,Sepedon,"endopar, aquatic",,multi,ferrar,"parasitoids in first two instars, then become active predators",Sepedon,Sciomyzidae,TRUE,162441,320954
Sciomyzidae,Shannonia,"terrestrial, attacks one snail and then eats decaying tissue",carn,animal,ferrar,,Shannonia,Sciomyzidae,TRUE,4397251,
Sciomyzidae,Tetanocera,"aquatic, terrestrial, endopar in first and second instar ",,multi,ferrar,,Tetanocera,Sciomyzidae,TRUE,162465,320959
Sepsidae,Sepsis,dung,dung,decomp,ferrar,,Sepsis,Sepsidae,TRUE,199055,137507
Sepsidae,Themira,dung,dung,decomp,ferrar,,Themira,Sepsidae,TRUE,717872,292396
Simuliidae,Simulium,aquatic,,aquatic,wiegmannEpisodicRadiationsFly2011,,Simulium,Simuliidae,TRUE,20678,7191
Sphaeroceridae,Anatalanta,decomp,,decomp,ferrar,,Anatalanta,Sphaeroceridae,TRUE,1081184,333748
Sphaeroceridae,Archicollinella,decomp,,decomp,ferrar,,Archicollinella,Sphaeroceridae,TRUE,4399180,
Sphaeroceridae,Copromyza,decomp,,decomp,ferrar,,Copromyza,Sphaeroceridae,TRUE,825466,1217530
Sphaeroceridae,Leptocera,decomp,,decomp,ferrar,,Leptocera,Sphaeroceridae,TRUE,4398843,1614654
Sphaeroceridae,Leptocera,decomp,,decomp,ferrar,,Leptocera,Sphaeroceridae,TRUE,4398843,1614654
Sphaeroceridae,Thoracocheata,decomp,,decomp,ferrar,,,,FALSE,,
Stratiomyidae,Berkshiria,wooddecomp,wood,decomp,https://www.researchgate.net/profile/Linley-Sherin-2/publication/348418706_Soldier_flies_of_the_subfamily_Pachygastrinae_of_Canada_Diptera_Stratiomyidae/links/5ffe0230299bf140888f8411/Soldier-flies-of-the-subfamily-Pachygastrinae-of-Canada-Diptera-Stratiomyidae.pdf,,Berkshiria,Stratiomyidae,TRUE,4448548,2061012
Stratiomyidae,Chloromyia,vegdecomp,veg_decomp,decomp,https://nora.nerc.ac.uk/id/eprint/7447/1/LargerBrachycera.pdf,,Chloromyia,Stratiomyidae,TRUE,340291,343649
Stratiomyidae,Eulalia,lotic,lotic,aquatic,https://essig.berkeley.edu/documents/cis/cis06_5.pdf,,Odontomyia,Stratiomyidae,TRUE,864925,343652
